债券代码,债券简称,申购日期,申购代码,申购上限,正股代码,正股简称,正股价,转股价,转股价值,债现价,转股溢价率,原股东配售-股权登记日,原股东配售-每股配售额,发行规模,中签号发布日,中签率,上市时间
128043,东音转债,2018-08-02,072793,100.0,002793,罗欣药业,,,,,,2018-08-01,1.4066,2.8132,2018-08-06,0.2131737173,2018-08-27
128042,凯中转债,2018-07-30,072823,100.0,002823,凯中精密,9.26,12.86,72.0062,109.502,52.07,2018-07-27,1.4274,4.16,2018-08-01,0.1981213289,2018-09-03
123014,凯发转债,2018-07-27,370407,100.0,300407,凯发电气,7.86,8.05,97.6398,132.0,35.19,2018-07-26,1.2659,3.498948,2018-07-31,0.4544232201,2018-08-21
113515,高能转债,2018-07-26,754588,100.0,603588,高能环境,,,,,,2018-07-25,1.268,8.4,2018-07-30,0.33663516,2018-08-27
123013,横河转债,2018-07-26,370539,100.0,300539,横河精密,6.94,9.04,76.7699,312.149,306.6,2018-07-25,0.6698,1.4,2018-07-30,0.1497632298,2018-08-20
113514,威帝转债,2018-07-20,754023,100.0,603023,威帝股份,,,,,,2018-07-19,0.555,2.0,2018-07-24,0.28316098,2018-08-13
123012,万顺转债,2018-07-20,370057,100.0,300057,万顺新材,8.16,5.27,154.8387,166.28,7.39,2018-07-19,2.1607,9.5,2018-07-24,1.7253346677,2018-08-29
123011,德尔转债,2018-07-18,370473,100.0,300473,德尔股份,20.26,31.38,64.5634,111.7,73.01,2018-07-17,5.3822,5.647066,2018-07-20,0.3253360078,2018-08-14
128041,盛路转债,2018-07-17,072446,100.0,002446,盛路通信,5.34,6.82,78.2991,282.8,261.18,2018-07-16,1.3121,10.0,2018-07-19,0.6087166663,2018-08-14
110045,海澜转债,2018-07-13,733398,100.0,600398,海澜之家,6.56,7.04,93.1818,114.05,22.4,2018-07-12,0.667,30.0,2018-07-17,1.01983687,2018-07-31
113513,安井转债,2018-07-12,754345,100.0,603345,安井食品,,,,,,2018-07-11,2.314,5.0,2018-07-16,0.11499054,2018-07-31
113512,景旺转债,2018-07-06,754228,100.0,603228,景旺电子,,,,,,2018-07-05,2.397,9.78,2018-07-10,0.2089026,2018-07-24
123010,博世转债,2018-07-05,370422,100.0,300422,博世科,8.2,11.26,72.8242,106.334,46.01,2018-07-04,1.2084,4.3,2018-07-09,0.3606992578,2018-08-14
127007,湖广转债,2018-06-28,070665,100.0,000665,湖北广电,3.23,5.58,57.8853,101.752,75.78,2018-06-27,2.7248,17.33592,2018-07-02,1.0127940397,2018-08-01
110044,广电转债,2018-06-27,733831,100.0,600831,广电网络,5.17,6.87,75.2547,207.86,176.21,2018-06-26,1.322,8.0,2018-06-29,0.33996425,2018-07-24
113511,千禾转债,2018-06-20,754027,100.0,603027,千禾味业,,,,,,2018-06-19,1.092,3.56,2018-06-22,0.14273811,2018-07-10
113510,再升转债,2018-06-19,754601,100.0,603601,再升科技,,,,,,2018-06-15,0.21,1.14,2018-06-21,0.06305227,2018-07-13
128040,华通转债,2018-06-14,072758,100.0,002758,浙农股份,10.17,10.15,100.197,119.96,19.72,2018-06-13,1.0666,2.24,2018-06-19,0.0430924584,2018-07-13
128039,三力转债,2018-06-08,072224,100.0,002224,三力士,4.79,5.79,82.7288,111.33,34.57,2018-06-07,0.9421,6.2,2018-06-12,0.1334178334,2018-06-29
113509,新泉转债,2018-06-04,754179,100.0,603179,新泉股份,,,,,,2018-06-01,1.98,4.5,2018-06-06,0.03063662,2018-06-22
113508,新凤转债,2018-04-26,754225,100.0,603225,新凤鸣,,,,,,2018-04-25,2.554,21.53,2018-05-02,0.23361055,2018-05-16
113507,天马转债,2018-04-17,754668,100.0,603668,天马科技,,,,,,2018-04-16,1.027,3.05,2018-04-19,0.0297476,2018-05-07
113506,鼎信转债,2018-04-16,754421,100.0,603421,鼎信通讯,,,,,,2018-04-13,1.354,6.0,2018-04-18,0.0720467,2018-05-14
128038,利欧转债,2018-03-22,072131,100.0,002131,利欧股份,,,,,,2018-03-21,0.3932,21.975475,2018-03-26,0.2701763885,2018-04-19
128037,岩土转债,2018-03-15,072542,100.0,002542,中化岩土,2.66,3.1,85.8065,108.0,25.86,2018-03-14,0.3333,6.0366,2018-03-19,0.0901341006,2018-04-25
127006,敖东转债,2018-03-13,070623,100.0,000623,吉林敖东,16.4,20.22,81.1078,110.091,35.73,2018-03-12,2.0752,24.13,2018-03-15,0.1237646368,2018-05-11
127005,长证转债,2018-03-12,070783,100.0,000783,长江证券,7.16,7.13,100.4208,121.9,21.39,2018-03-09,0.9042,50.0,2018-03-14,0.1239858672,2018-04-11
128036,金农转债,2018-03-09,072548,100.0,002548,金新农,5.9,6.93,85.1371,121.7,42.95,2018-03-08,1.7081,6.5,2018-03-13,0.0497315872,2018-04-02
123009,星源转债,2018-03-07,370568,100.0,300568,星源材质,,,,,,2018-03-06,2.5,4.8,2018-03-09,0.040900838,2018-04-10
113505,杭电转债,2018-03-06,754618,100.0,603618,杭电股份,7.87,7.08,111.1582,124.84,12.31,2018-03-05,1.135,7.8,2018-03-08,0.08433624,2018-03-27
113504,艾华转债,2018-03-02,754989,100.0,603989,艾华集团,41.04,20.81,197.2129,199.9,1.36,2018-03-01,2.303,6.91,2018-03-06,0.02186045,2018-03-23
113019,玲珑转债,2018-03-01,783966,100.0,601966,玲珑轮胎,,,,,,2018-02-28,1.666,20.0,2018-03-05,0.2118095,2018-03-22
128035,大族转债,2018-02-06,072008,100.0,002008,大族激光,43.69,51.9,84.1811,120.023,42.58,2018-02-05,2.1554,23.0,2018-02-08,0.1958289975,2018-03-05
123008,康泰转债,2018-02-01,370601,100.0,300601,康泰生物,,,,,,2018-01-31,0.8453,3.56,2018-02-05,0.0258361808,2018-03-19
110043,无锡转债,2018-01-30,733908,100.0,600908,无锡银行,5.73,5.61,102.139,120.09,17.58,2018-01-29,1.623,30.0,2018-02-01,0.18813428,2018-03-14
128034,江银转债,2018-01-26,072807,100.0,002807,江阴银行,3.74,4.32,86.5741,107.255,23.89,2018-01-25,1.1316,20.0,2018-01-30,0.1388860765,2018-02-14
113018,常熟转债,2018-01-19,783128,100.0,601128,常熟银行,,,,,,2018-01-18,1.349,30.0,2018-01-23,0.19235421,2018-02-06
123007,道氏转债,2017-12-28,370409,100.0,300409,道氏技术,,,,,,2017-12-27,2.2325,4.8,2018-01-02,0.0718270362,2018-01-26
128033,迪龙转债,2017-12-27,072658,100.0,002658,雪迪龙,7.71,8.56,90.0701,117.153,30.07,2017-12-26,0.8596,5.2,2017-12-29,0.0386994433,2018-01-29
113017,吉视转债,2017-12-27,783929,100.0,601929,吉视传媒,1.84,2.95,62.3729,101.35,62.49,2017-12-26,0.501,15.6,2017-12-29,0.39953747,2018-01-15
110042,航电转债,2017-12-25,733372,100.0,600372,中航电子,,,,,,2017-12-22,1.364,24.0,2017-12-27,0.19683703,2018-01-15
128032,双环转债,2017-12-25,072472,100.0,002472,双环传动,,,,,,2017-12-22,1.4626,10.0,2017-12-27,0.0824623999,2018-01-25
128030,天康转债,2017-12-22,072100,100.0,002100,天康生物,10.18,7.39,137.7537,211.0,53.17,2017-12-21,1.038,10.0,2017-12-26,0.061818344,2018-01-29
110041,蒙电转债,2017-12-22,733863,100.0,600863,内蒙华电,3.74,2.56,146.0938,145.03,-0.73,2017-12-21,0.322,18.7522,2017-12-26,0.26659535,2018-01-09
128029,太阳转债,2017-12-22,072078,100.0,002078,太阳纸业,11.54,8.45,136.568,161.759,18.45,2017-12-21,0.4628,12.0,2017-12-26,0.0430740717,2018-01-16
128028,赣锋转债,2017-12-21,072460,100.0,002460,赣锋锂业,,,,,,2017-12-20,1.2731,9.28,2017-12-25,0.0612867536,2018-01-19
123006,东财转债,2017-12-20,370059,100.0,300059,东方财富,,,,,,2017-12-19,1.0842,46.5,2017-12-22,0.4036125764,2018-01-29
123005,万信转债,2017-12-19,370168,100.0,300168,万达信息,,,,,,2017-12-18,0.8728,9.0,2017-12-21,0.0806532888,2018-01-30
123004,铁汉转债,2017-12-18,370197,100.0,300197,节能铁汉,2.77,3.82,72.5131,103.499,42.73,2017-12-15,0.7238,11.0,2017-12-20,0.0594310767,2018-01-26
113503,泰晶转债,2017-12-15,754738,100.0,603738,泰晶科技,,,,,,2017-12-14,1.896,2.15,2017-12-19,0.00934887,2018-01-02
128027,崇达转债,2017-12-15,072815,100.0,002815,崇达技术,,,,,,2017-12-14,1.9512,8.0,2017-12-19,0.0186920436,2018-01-22
128026,众兴转债,2017-12-13,072772,100.0,002772,众兴菌业,8.13,11.36,71.5669,109.0,52.31,2017-12-12,2.4643,9.2,2017-12-15,0.0562980296,2018-01-03
123003,蓝思转债,2017-12-08,370433,100.0,300433,蓝思科技,,,,,,2017-12-07,1.8335,48.0,2017-12-12,0.330406672,2018-01-17
128025,特一转债,2017-12-06,072728,100.0,002728,特一药业,12.26,14.05,87.2598,113.7,30.3,2017-12-05,1.77,3.54,2017-12-08,0.0053821036,2017-12-28
128024,宁行转债,2017-12-05,072142,200.0,002142,宁波银行,,,,,,2017-12-04,1.9724,100.0,2017-12-07,0.0522117418,2018-01-12
128023,亚太转债,2017-12-04,072284,100.0,002284,亚太股份,6.9,10.34,66.7311,109.85,64.62,2017-12-01,1.3558,10.0,2017-12-06,0.0245376003,2017-12-26
128022,众信转债,2017-12-01,072707,100.0,002707,众信旅游,4.8,7.92,60.6061,105.65,74.32,2017-11-30,0.8359,7.0,2017-12-05,0.0033737505,2017-12-28
128021,兄弟转债,2017-11-28,072562,100.0,002562,兄弟科技,4.3,5.19,82.8516,113.8,37.35,2017-11-27,1.2929,7.0,2017-11-30,0.0013344475,2017-12-27
110040,生益转债,2017-11-24,733183,100.0,600183,生益科技,,,,,,2017-11-23,1.236,18.0,2017-11-28,0.00565852,2017-12-11
123002,国祯转债,2017-11-24,370388,100.0,300388,节能国祯,7.15,8.36,85.5263,112.219,31.21,2017-11-23,1.953,5.97,2017-11-28,0.0038855802,2017-12-25
128020,水晶转债,2017-11-17,072273,100.0,002273,水晶光电,,,,,,2017-11-16,1.78,11.8,2017-11-21,0.0044256667,2017-12-12
110039,宝信转债,2017-11-17,733845,100.0,600845,宝信软件,,,,,,2017-11-16,2.885,16.0,2017-11-21,0.00788728,2017-12-05
110038,济川转债,2017-11-13,733566,100.0,600566,济川药业,18.37,23.4,78.5043,111.5,42.03,2017-11-10,1.041,8.4316,2017-11-15,0.01157125,2017-11-29
113502,嘉澳转债,2017-11-10,754822,100.0,603822,嘉澳环保,41.7,44.64,93.414,124.64,33.43,2017-11-09,2.522,1.85,2017-11-14,0.00137415,2017-11-27
128019,久立转2,2017-11-08,072318,100.0,002318,久立特材,,,,,,2017-11-07,1.2358,10.4,2017-11-10,0.0050797097,2017-12-01
113016,小康转债,2017-11-06,783127,100.0,601127,小康股份,68.35,16.96,403.0071,409.11,1.51,2017-11-03,1.649,15.0,2017-11-08,0.00291446,2017-11-21
128018,时达转债,2017-11-06,072527,100.0,002527,新时达,,,,,,2017-11-03,1.423,8.825057,2017-11-08,0.0040705857,2017-12-04
113015,隆基转债,2017-11-02,783012,100.0,601012,隆基股份,,,,,,2017-11-01,1.402,28.0,2017-11-06,0.00908429,2017-11-20
128017,金禾转债,2017-11-01,072597,100.0,002597,金禾实业,48.1,21.97,218.9349,235.0,7.34,2017-10-31,1.0633,6.0,2017-11-03,0.001272845,2017-11-27
113014,林洋转债,2017-10-27,783222,500.0,601222,林洋能源,,,,,,2017-10-26,1.7,30.0,2017-10-31,0.00294586,2017-11-13
128016,雨虹转债,2017-09-25,072271,1000.0,002271,东方雨虹,,,,,,2017-09-22,2.0865,18.4,2017-09-27,0.0013187948,2017-10-20
113013,国君转债,2017-07-07,783211,7000.0,601211,国泰君安,16.99,18.45,92.0867,118.46,28.64,2017-07-06,0.931,70.0,2017-07-13,0.0809703908,2017-07-24
128015,久其转债,2017-06-08,072279,7800.0,002279,久其软件,4.16,6.97,59.6844,103.046,72.65,2017-06-07,1.1084,7.8,2017-06-14,2.3814174467,2017-06-27
127004,模塑转债,2017-06-02,070700,2000.0,000700,模塑科技,4.86,7.24,67.1271,208.1,210.01,2017-06-01,1.1344,8.1366,2017-06-08,0.508641,2017-06-26
128014,永东转债,2017-04-17,072753,3400.0,002753,永东股份,8.08,12.52,64.5367,109.949,70.37,2017-04-14,2.2965,3.4,2017-04-21,1.322866,2017-05-12
113012,骆驼转债,2017-03-24,783311,5000.0,601311,骆驼股份,,,,,,2017-03-23,0.845,7.17,2017-03-30,0.15814823,2017-04-13
113011,光大转债,2017-03-17,783818,60000.0,601818,光大银行,3.34,3.55,94.0845,114.6,21.81,2017-03-16,0.753,300.0,2017-03-23,0.4999251,2017-04-05
128013,洪涛转债,2016-07-29,072325,5000.0,002325,洪涛股份,2.39,2.32,103.0172,111.0,7.75,2016-07-28,0.998,12.0,2016-08-04,0.35024,2016-08-23
127003,海印转债,2016-06-08,070861,22220.0,000861,海印股份,1.99,2.99,66.5552,108.11,62.44,2016-06-07,0.4938,11.11,2016-06-16,0.099788,2016-07-01
128012,辉丰转债,2016-04-21,072496,84500.0,002496,ST辉丰,,,,,,2016-04-20,2.13,8.45,2016-04-27,0.9877089047,2016-05-17
113010,江南转债,2016-03-18,783199,15200.0,601199,江南水务,,,,,,2016-03-17,1.625,7.6,2016-03-24,0.11007853,2016-04-05
128011,汽模转债,2016-03-02,072510,42000.0,002510,天汽模,,,,,,2016-03-01,1.0206,4.2,2016-03-08,0.2163201617,2016-03-24
110035,白云转债,2016-02-26,733004,70000.0,600004,白云机场,,,,,,2016-02-25,3.043,35.0,2016-03-03,0.08414922,2016-03-15
128010,蔚蓝转债,2016-01-22,072245,10200.0,002245,蔚蓝锂芯,,,,,,2016-01-21,0.523822,5.1,2016-01-28,0.637541,2016-02-23
113009,广汽转债,2016-01-22,783238,123167.4,601238,广汽集团,17.6,13.97,125.9843,129.27,2.61,2016-01-21,0.972,41.0558,2016-01-28,0.24689559,2016-02-04
110034,九州转债,2016-01-15,733998,30000.0,600998,九州通,13.44,17.83,75.3786,109.97,45.89,2016-01-14,0.91,15.0,2016-01-21,0.10112394,2016-01-29
110033,国贸转债,2016-01-05,733755,70000.0,600755,厦门国贸,6.87,6.72,102.2321,101.64,-0.58,2016-01-04,1.682,28.0,2016-01-11,0.1081244,2016-01-19
110032,三一转债,2016-01-04,733031,90000.0,600031,三一重工,,,,,,2015-12-31,0.59,45.0,2016-01-08,0.36890926,2016-01-18
123001,蓝标转债,2015-12-18,370058,28000.0,300058,蓝色光标,,,,,,2015-12-17,0.7249,14.0,2015-12-24,0.058213,2016-01-08
110031,航信转债,2015-06-12,733271,60000.0,600271,航天信息,,,,,,2015-06-11,2.599,24.0,2015-06-18,0.0322132,2015-06-30
113008,电气转债,2015-02-02,783727,120000.0,601727,上海电气,,,,,,2015-01-30,2.229,60.0,2015-02-06,0.28416309847,2015-02-16
110030,格力转债,2014-12-25,733185,19600.0,600185,格力地产,,,,,,2014-12-24,1.696,9.8,2014-12-31,0.2847346,2015-01-13
128009,歌尔转债,2014-12-12,072241,150000.0,002241,歌尔股份,,,,,,2014-12-11,1.6378,25.0,2014-12-18,0.119658,2014-12-26
113501,洛钼转债,2014-12-02,754993,122500.0,603993,洛阳钼业,,,,,,2014-12-01,1.301,49.0,2014-12-08,0.32164493,2014-12-16
110029,浙能转债,2014-10-13,733023,300000.0,600023,浙能电力,,,,,,,,100.0,2014-10-17,0.86151118,2014-10-28
128008,齐峰转债,2014-09-15,072521,19000.0,002521,齐峰新材,,,,,,2014-09-12,1.8076,7.6,2014-09-19,0.219432,2014-10-10
113007,吉视转债,2014-09-05,783929,42500.0,601929,吉视传媒,,,,,,2014-09-04,1.158,17.0,2014-09-12,0.16027924,2014-09-25
128007,通鼎转债,2014-08-15,072491,15000.0,002491,通鼎互联,,,,,,2014-08-14,1.6763,6.0,2014-08-21,0.221326,2014-09-05
110028,冠城转债,2014-07-18,733067,72000.0,600067,冠城大通,,,,,,2014-07-17,1.511,18.0,2014-07-24,0.63246803,2014-08-01
110027,东方转债,2014-07-10,733875,160000.0,600875,东方电气,,,,,,2014-07-09,2.404,40.0,2014-07-16,1.27810498,2014-07-25
128006,长青转债,2014-06-20,072391,15700.0,002391,长青股份,,,,,,2014-06-19,2.0036,6.3176,2014-06-26,1.958002,2014-07-09
110025,国金转债,2014-05-14,733109,125000.0,600109,国金证券,,,,,,2014-05-13,1.931,25.0,2014-05-20,1.13354136,2014-06-03
128005,齐翔转债,2014-04-18,072408,31000.0,002408,齐翔腾达,,,,,,2014-04-17,2.2117,12.4,2014-04-24,0.380908,2014-05-13
128004,久立转债,2014-02-25,072318,48700.0,002318,久立特材,,,,,,2014-02-24,1.5608,4.87,2014-03-03,2.7896911976,2014-03-14
113006,深燃转债,2013-12-13,783139,80000.0,601139,深圳燃气,,,,,,2013-12-12,0.807,16.0,2013-12-19,0.58749396,2013-12-27
113005,平安转债,2013-11-22,783318,1300000.0,601318,中国平安,,,,,,2013-11-21,5.432,260.0,2013-11-28,3.41767462,2013-12-09
127002,徐工转债,2013-10-25,070425,125000.0,000425,徐工机械,,,,,,2013-10-24,1.2119,25.0,2013-10-31,3.048575,2013-11-15
110024,隧道转债,2013-09-13,733820,130000.0,600820,隧道股份,,,,,,2013-09-12,2.002,26.0,2013-09-23,0.99924365,2013-09-30
128003,华天转债,2013-08-12,072185,46100.0,002185,华天科技,,,,,,2013-08-09,0.70944,4.61,2013-08-16,1.6848595662,2013-08-28
128002,东华转债,2013-07-26,072065,50000.0,002065,东华软件,,,,,,2013-07-25,1.4493,10.0,2013-08-01,0.067268,2013-08-19
110023,民生转债,2013-03-15,733016,500000.0,600016,民生银行,,,,,,2013-03-14,0.885,200.0,2013-03-21,0.36815827,2013-03-29
128001,泰尔转债,2013-01-09,072347,32000.0,002347,泰尔股份,,,,,,2013-01-08,3.0769,3.2,2013-01-15,2.3282201555,2013-01-28
127001,海直转债,2012-12-19,070099,26000.0,000099,中信海直,,,,,,2012-12-18,1.2655,6.5,2012-12-25,0.823505,2013-01-07
110022,同仁转债,2012-12-04,733085,60250.0,600085,同仁堂,,,,,,2012-12-03,0.925,12.05,2012-12-10,0.77846936,2012-12-18
110020,南山转债,2012-10-16,733219,240000.0,600219,南山铝业,,,,,,2012-10-15,3.102,60.0,2012-10-22,0.80618459,2012-10-31
113003,重工转债,2012-06-04,783989,402507.5,601989,中国重工,,,,,,2012-06-01,1.798,80.5015,2012-06-08,0.45930473,2012-06-18
110019,恒丰转债,2012-03-23,733356,22500.0,600356,恒丰纸业,,,,,,2012-03-22,1.943,4.5,2012-03-29,0.4167605664,2012-04-12
110018,国电转债,2011-08-19,733795,275000.0,600795,国电电力,,,,,,2011-08-18,0.357,55.0,2011-08-25,1.08876067,2011-09-02
110017,中海转债,2011-08-01,733026,197500.0,600026,中远海能,,,,,,2011-07-29,1.873,39.5,2011-08-05,0.32775285,2011-08-12
129031,巨轮转2,2011-07-19,072031,17500.0,002031,巨轮智能,,,,,,2011-07-18,0.8795,3.5,2011-07-25,0.421413,2011-08-04
125089,深机转债,2011-07-15,070089,100000.0,000089,深圳机场,,,,,,2011-07-14,1.1832,20.0,2011-07-21,1.340502,2011-08-10
110016,川投转债,2011-03-21,733674,105000.0,600674,川投能源,,,,,,2011-03-18,2.25,21.0,2011-03-25,0.56076747,2011-03-31
110015,石化转债,2011-02-23,733028,1150000.0,600028,中国石化,,,,,,2011-02-22,3.314,230.0,2011-03-01,0.5915442,2011-03-07
125887,中鼎转债,2011-02-11,070887,30000.0,000887,中鼎股份,,,,,,2011-02-10,0.35248,3.0,2011-02-17,0.22361624,2011-03-01
110013,国投转债,2011-01-25,733886,170000.0,600886,国投电力,,,,,,2011-01-24,1.704,34.0,2011-01-31,0.23933947,2011-02-15
110012,海运转债,2011-01-07,733798,36000.0,600798,宁波海运,,,,,,2011-01-06,0.82,7.2,2011-01-13,0.21219168,2011-01-20
110011,歌华转债,2010-11-25,733037,80000.0,600037,歌华有线,,,,,,2010-11-24,1.258,16.0,2010-12-01,0.4762043,2010-12-10
126729,燕京转债,2010-10-15,070729,56500.0,000729,燕京啤酒,,,,,,2010-10-14,0.9336,11.3,2010-10-21,0.0761902683,2010-11-03
113002,工行转债,2010-08-31,783398,750000.0,601398,工商银行,,,,,,2010-08-30,0.51,250.0,2010-09-06,0.82312741,2010-09-10
128233,塔牌转债,2010-08-26,072233,31500.0,002233,塔牌集团,,,,,,2010-08-25,0.7875,6.3,2010-09-01,0.221529,2010-09-16
126630,铜陵转债,2010-07-15,070630,100000.0,000630,铜陵有色,,,,,,2010-07-14,1.23613,20.0,2010-07-21,0.57551,2010-08-06
113001,中行转债,2010-06-02,783988,2000000.0,601988,中国银行,,,,,,2010-06-01,3.75,400.0,2010-06-08,1.89149048,2010-06-18
125731,美丰转债,2010-06-02,070731,65000.0,000731,四川美丰,,,,,,2010-06-01,0.6503,6.5,2010-06-08,1.1667376,2010-06-25
110009,双良转债,2010-05-04,733481,72000.0,600481,双良节能,,,,,,2010-04-30,0.88,7.2,2010-05-10,0.38672931,2010-05-14
110008,王府转债,2009-10-19,733859,82100.0,600859,王府井,,,,,,2009-10-16,2.0,8.21,2009-10-23,0.13724713,2009-10-30
110007,博汇转债,2009-09-23,733966,29250.0,600966,博汇纸业,,,,,,2009-09-22,1.8,9.75,2009-09-29,0.10594958,2009-10-16
125969,安泰转债,2009-09-16,070969,75000.0,000969,安泰科技,,,,,,2009-09-15,1.699,7.5,2009-09-22,0.17619513,2009-10-12
110006,龙盛转债,2009-09-14,733352,62500.0,600352,浙江龙盛,,,,,,2009-09-11,0.6,12.5,2009-09-18,0.17260478,2009-09-25
110005,西洋转债,2009-09-03,733558,26500.0,600558,大西洋,,,,,,2009-09-02,1.1,2.65,2009-09-09,0.16046928,2009-09-21
110004,厦工转债,2009-08-28,733815,60000.0,600815,厦工股份,,,,,,2009-08-27,0.85,6.0,2009-09-03,0.12831172,2009-09-11
126019,09长虹债,2009-07-31,733839,150000.0,600839,四川长虹,,,,,,2009-07-30,1.264,30.0,2009-08-06,0.2691616,2009-08-19
126018,08江铜债,2008-09-22,733362,306000.0,600362,江西铜业,,,,,,2008-09-19,2.495,68.0,2008-09-26,1.2104992,2008-10-10
110003,新钢转债,2008-08-21,733782,82800.0,600782,新钢股份,,,,,,2008-08-20,1.0,27.6,2008-08-27,0.7864831,2008-09-05
126017,08葛洲债,2008-06-26,733068,69500.0,600068,葛洲坝,,,,,,2008-06-25,0.48,13.9,2008-07-02,0.25012235,2008-07-11
126016,08宝钢债,2008-06-20,733019,500000.0,600019,宝钢股份,,,,,,2008-06-19,1.78,100.0,2008-06-26,0.61040733,2008-07-04
126015,08康美债,2008-05-08,733518,45000.0,600518,*ST康美,,,,,,2008-05-07,0.58,9.0,2008-05-14,0.58759344,2008-05-26
126014,08国电债,2008-05-07,733795,182250.0,600795,国电电力,,,,,,2008-05-06,0.73,39.95,2008-05-13,0.51227909,2008-05-22
110002,南山转债,2008-04-18,733219,170000.0,600219,南山铝业,,,,,,2008-04-17,2.123,28.0,2008-04-24,2.00746423,2008-05-13
125528,柳工转债,2008-04-18,070528,40000.0,000528,柳工,,,,,,2008-04-17,1.0,8.0,2008-04-24,0.3948258283,2008-05-06
126013,08青啤债,2008-04-02,733600,75000.0,600600,青岛啤酒,,,,,,2008-04-01,2.29,15.0,2008-04-09,0.30119216,2008-04-18
110368,五洲转债,2008-02-29,733368,54000.0,600368,五洲交通,,,,,,2008-02-28,1.0,5.4,2008-03-06,0.20140144,2008-03-14
126012,08上港债,2008-02-20,733018,245000.0,600018,上港集团,,,,,,2008-02-19,0.51,24.5,2008-02-26,0.37946159,2008-03-07
126011,08石化债,2008-02-20,733028,3000000.0,600028,中国石化,,,,,,2008-02-19,0.429,300.0,2008-02-26,1.3146638,2008-03-04
115003,中兴债1,2008-01-30,070063,400000.0,000063,中兴通讯,,,,,,2008-01-29,3.7,40.0,2008-02-05,1.88975433,2008-02-22
126009,08赣粤债,2008-01-28,733269,60000.0,600269,赣粤高速,,,,,,2008-01-25,0.96,12.0,2008-02-01,1.56138382,2008-02-28
126010,08中远债,2008-01-28,733428,52500.0,600428,中远海特,,,,,,2008-01-25,0.96,10.5,2008-02-01,0.84985151,2008-02-26
125572,海马转债,2008-01-16,070572,82000.0,000572,海马汽车,,,,,,2008-01-15,1.0,8.2,2008-01-22,0.4120096696,2008-01-30
126008,08上汽债,2007-12-19,733104,550000.0,600104,上汽集团,,,,,,2007-12-18,0.96,63.0,2007-12-25,0.50512098,2008-01-08
110598,大荒转债,2007-12-19,733598,150000.0,600598,北大荒,,,,,,2007-12-18,0.9,15.0,2007-12-25,0.53437573,2007-12-28
125709,唐钢转债,2007-12-14,070709,300000.0,000709,河钢股份,,,,,,2007-12-13,0.66,30.0,2007-12-20,1.2342188236,2007-12-28
126007,07日照债,2007-11-27,733017,44000.0,600017,日照港,,,,,,2007-11-26,0.956,8.8,2007-12-03,0.70535556,2007-12-12
110227,赤化转债,2007-10-10,733227,45000.0,600227,圣济堂,,,,,,2007-10-09,2.4,4.5,2007-10-16,0.15885419,2007-10-23
126006,07深高债,2007-10-09,733548,75000.0,600548,深高速,,,,,,2007-10-08,1.8,15.0,2007-10-15,0.29030449,2007-10-30
110971,恒源转债,2007-09-24,733971,40000.0,600971,恒源煤电,,,,,,2007-09-21,1.0,4.0,2007-09-28,5.31177382,2007-10-12
110567,山鹰转债,2007-09-05,733567,47000.0,600567,山鹰国际,,,,,,2007-09-04,1.1,4.7,2007-09-11,0.49639122,2007-09-17
110026,中海转债,2007-07-02,733026,200000.0,600026,中远海能,,,,,,2007-06-29,0.9,20.0,2007-07-06,1.33345287,2007-07-12
